Iterasi,Source,Dest,Path,Node,Energi (Volt),Digunakan
51,A,O,A -> B -> E -> H -> K -> M -> O,B,4.198217,Ya
51,A,O,A -> B -> E -> H -> K -> M -> O,C,4.198217,Ya
51,A,O,A -> B -> E -> H -> K -> M -> O,D,4.198217,Ya
51,A,O,A -> B -> E -> H -> K -> M -> O,E,4.198217,Ya
51,A,O,A -> B -> E -> H -> K -> M -> O,F,4.198217,Ya
51,A,O,A -> B -> E -> H -> K -> M -> O,G,4.198217,Ya
51,A,O,A -> B -> E -> H -> K -> M -> O,H,4.198217,Ya
51,A,O,A -> B -> E -> H -> K -> M -> O,I,4.198217,Ya
51,A,O,A -> B -> E -> H -> K -> M -> O,J,4.198217,Ya
51,A,O,A -> B -> E -> H -> K -> M -> O,K,4.198217,Ya
51,A,O,A -> B -> E -> H -> K -> M -> O,L,4.198217,Ya
51,A,O,A -> B -> E -> H -> K -> M -> O,M,4.198217,Ya
51,A,O,A -> B -> E -> H -> K -> M -> O,N,4.198217,Ya
51,A,O,A -> B -> E -> H -> K -> M -> O,O,4.198217,Ya
52,A,O,A -> B -> E -> H -> K -> M -> O,A,4.198182,Ya
52,A,O,A -> B -> E -> H -> K -> M -> O,B,4.198182,Ya
52,A,O,A -> B -> E -> H -> K -> M -> O,C,4.198182,Ya
52,A,O,A -> B -> E -> H -> K -> M -> O,D,4.198182,Ya
52,A,O,A -> B -> E -> H -> K -> M -> O,E,4.198182,Ya
52,A,O,A -> B -> E -> H -> K -> M -> O,F,4.198182,Ya
52,A,O,A -> B -> E -> H -> K -> M -> O,G,4.198182,Ya
52,A,O,A -> B -> E -> H -> K -> M -> O,H,4.198182,Ya
52,A,O,A -> B -> E -> H -> K -> M -> O,I,4.198182,Ya
52,A,O,A -> B -> E -> H -> K -> M -> O,J,4.198182,Ya
52,A,O,A -> B -> E -> H -> K -> M -> O,K,4.198182,Ya
52,A,O,A -> B -> E -> H -> K -> M -> O,L,4.198182,Ya
52,A,O,A -> B -> E -> H -> K -> M -> O,M,4.198182,Ya
52,A,O,A -> B -> E -> H -> K -> M -> O,N,4.198182,Ya
52,A,O,A -> B -> E -> H -> K -> M -> O,O,4.198182,Ya
53,A,O,A -> B -> E -> H -> K -> M -> O,A,4.198147,Ya
53,A,O,A -> B -> E -> H -> K -> M -> O,B,4.198147,Ya
53,A,O,A -> B -> E -> H -> K -> M -> O,C,4.198147,Ya
53,A,O,A -> B -> E -> H -> K -> M -> O,D,4.198147,Ya
53,A,O,A -> B -> E -> H -> K -> M -> O,E,4.198147,Ya
53,A,O,A -> B -> E -> H -> K -> M -> O,F,4.198147,Ya
53,A,O,A -> B -> E -> H -> K -> M -> O,G,4.198147,Ya
53,A,O,A -> B -> E -> H -> K -> M -> O,H,4.198147,Ya
53,A,O,A -> B -> E -> H -> K -> M -> O,I,4.198147,Ya
53,A,O,A -> B -> E -> H -> K -> M -> O,J,4.198147,Ya
53,A,O,A -> B -> E -> H -> K -> M -> O,K,4.198147,Ya
53,A,O,A -> B -> E -> H -> K -> M -> O,L,4.198147,Ya
53,A,O,A -> B -> E -> H -> K -> M -> O,M,4.198147,Ya
53,A,O,A -> B -> E -> H -> K -> M -> O,N,4.198147,Ya
53,A,O,A -> B -> E -> H -> K -> M -> O,O,4.198147,Ya
54,A,O,A -> B -> E -> H -> K -> M -> O,A,4.198112,Ya
54,A,O,A -> B -> E -> H -> K -> M -> O,B,4.198112,Ya
54,A,O,A -> B -> E -> H -> K -> M -> O,C,4.198112,Ya
54,A,O,A -> B -> E -> H -> K -> M -> O,D,4.198112,Ya
54,A,O,A -> B -> E -> H -> K -> M -> O,E,4.198112,Ya
54,A,O,A -> B -> E -> H -> K -> M -> O,F,4.198112,Ya
54,A,O,A -> B -> E -> H -> K -> M -> O,G,4.198112,Ya
54,A,O,A -> B -> E -> H -> K -> M -> O,H,4.198112,Ya
54,A,O,A -> B -> E -> H -> K -> M -> O,I,4.198112,Ya
54,A,O,A -> B -> E -> H -> K -> M -> O,J,4.198112,Ya
54,A,O,A -> B -> E -> H -> K -> M -> O,K,4.198112,Ya
54,A,O,A -> B -> E -> H -> K -> M -> O,L,4.198112,Ya
54,A,O,A -> B -> E -> H -> K -> M -> O,M,4.198112,Ya
54,A,O,A -> B -> E -> H -> K -> M -> O,N,4.198112,Ya
54,A,O,A -> B -> E -> H -> K -> M -> O,O,4.198112,Ya
55,A,O,A -> B -> E -> H -> K -> M -> O,A,4.198077,Ya
55,A,O,A -> B -> E -> H -> K -> M -> O,B,4.198077,Ya
55,A,O,A -> B -> E -> H -> K -> M -> O,C,4.198077,Ya
55,A,O,A -> B -> E -> H -> K -> M -> O,D,4.198077,Ya
55,A,O,A -> B -> E -> H -> K -> M -> O,E,4.198077,Ya
55,A,O,A -> B -> E -> H -> K -> M -> O,F,4.198077,Ya
55,A,O,A -> B -> E -> H -> K -> M -> O,G,4.198077,Ya
55,A,O,A -> B -> E -> H -> K -> M -> O,H,4.198077,Ya
55,A,O,A -> B -> E -> H -> K -> M -> O,I,4.198077,Ya
55,A,O,A -> B -> E -> H -> K -> M -> O,J,4.198077,Ya
55,A,O,A -> B -> E -> H -> K -> M -> O,K,4.198077,Ya
55,A,O,A -> B -> E -> H -> K -> M -> O,L,4.198077,Ya
55,A,O,A -> B -> E -> H -> K -> M -> O,M,4.198077,Ya
55,A,O,A -> B -> E -> H -> K -> M -> O,N,4.198077,Ya
55,A,O,A -> B -> E -> H -> K -> M -> O,O,4.198077,Ya
56,A,O,A -> B -> E -> H -> K -> M -> O,A,4.198042,Ya
56,A,O,A -> B -> E -> H -> K -> M -> O,B,4.198042,Ya
56,A,O,A -> B -> E -> H -> K -> M -> O,C,4.198042,Ya
56,A,O,A -> B -> E -> H -> K -> M -> O,D,4.198042,Ya
56,A,O,A -> B -> E -> H -> K -> M -> O,E,4.198042,Ya
56,A,O,A -> B -> E -> H -> K -> M -> O,F,4.198042,Ya
56,A,O,A -> B -> E -> H -> K -> M -> O,G,4.198042,Ya
56,A,O,A -> B -> E -> H -> K -> M -> O,H,4.198042,Ya
56,A,O,A -> B -> E -> H -> K -> M -> O,I,4.198042,Ya
56,A,O,A -> B -> E -> H -> K -> M -> O,J,4.198042,Ya
56,A,O,A -> B -> E -> H -> K -> M -> O,K,4.198042,Ya
56,A,O,A -> B -> E -> H -> K -> M -> O,L,4.198042,Ya
56,A,O,A -> B -> E -> H -> K -> M -> O,M,4.198042,Ya
56,A,O,A -> B -> E -> H -> K -> M -> O,N,4.198042,Ya
56,A,O,A -> B -> E -> H -> K -> M -> O,O,4.198042,Ya
57,A,O,A -> B -> E -> H -> K -> M -> O,A,4.198007,Ya
57,A,O,A -> B -> E -> H -> K -> M -> O,B,4.198007,Ya
57,A,O,A -> B -> E -> H -> K -> M -> O,C,4.198007,Ya
57,A,O,A -> B -> E -> H -> K -> M -> O,D,4.198007,Ya
57,A,O,A -> B -> E -> H -> K -> M -> O,E,4.198007,Ya
57,A,O,A -> B -> E -> H -> K -> M -> O,F,4.198007,Ya
57,A,O,A -> B -> E -> H -> K -> M -> O,G,4.198007,Ya
57,A,O,A -> B -> E -> H -> K -> M -> O,H,4.198007,Ya
57,A,O,A -> B -> E -> H -> K -> M -> O,I,4.198007,Ya
57,A,O,A -> B -> E -> H -> K -> M -> O,J,4.198007,Ya
57,A,O,A -> B -> E -> H -> K -> M -> O,K,4.198007,Ya
57,A,O,A -> B -> E -> H -> K -> M -> O,L,4.198007,Ya
57,A,O,A -> B -> E -> H -> K -> M -> O,M,4.198007,Ya
57,A,O,A -> B -> E -> H -> K -> M -> O,N,4.198007,Ya
57,A,O,A -> B -> E -> H -> K -> M -> O,O,4.198007,Ya
58,A,O,A -> B -> E -> H -> K -> M -> O,A,4.197972,Ya
58,A,O,A -> B -> E -> H -> K -> M -> O,B,4.197972,Ya
58,A,O,A -> B -> E -> H -> K -> M -> O,C,4.197972,Ya
58,A,O,A -> B -> E -> H -> K -> M -> O,D,4.197972,Ya
58,A,O,A -> B -> E -> H -> K -> M -> O,E,4.197972,Ya
58,A,O,A -> B -> E -> H -> K -> M -> O,F,4.197972,Ya
58,A,O,A -> B -> E -> H -> K -> M -> O,G,4.197972,Ya
58,A,O,A -> B -> E -> H -> K -> M -> O,H,4.197972,Ya
58,A,O,A -> B -> E -> H -> K -> M -> O,I,4.197972,Ya
58,A,O,A -> B -> E -> H -> K -> M -> O,J,4.197972,Ya
58,A,O,A -> B -> E -> H -> K -> M -> O,K,4.197972,Ya
58,A,O,A -> B -> E -> H -> K -> M -> O,L,4.197972,Ya
58,A,O,A -> B -> E -> H -> K -> M -> O,M,4.197972,Ya
58,A,O,A -> B -> E -> H -> K -> M -> O,N,4.197972,Ya
58,A,O,A -> B -> E -> H -> K -> M -> O,O,4.197972,Ya
59,A,O,A -> B -> E -> H -> K -> M -> O,A,4.197937,Ya
59,A,O,A -> B -> E -> H -> K -> M -> O,B,4.197937,Ya
59,A,O,A -> B -> E -> H -> K -> M -> O,C,4.197937,Ya
59,A,O,A -> B -> E -> H -> K -> M -> O,D,4.197937,Ya
59,A,O,A -> B -> E -> H -> K -> M -> O,E,4.197937,Ya
59,A,O,A -> B -> E -> H -> K -> M -> O,F,4.197937,Ya
59,A,O,A -> B -> E -> H -> K -> M -> O,G,4.197937,Ya
59,A,O,A -> B -> E -> H -> K -> M -> O,H,4.197937,Ya
59,A,O,A -> B -> E -> H -> K -> M -> O,I,4.197937,Ya
59,A,O,A -> B -> E -> H -> K -> M -> O,J,4.197937,Ya
59,A,O,A -> B -> E -> H -> K -> M -> O,K,4.197937,Ya
59,A,O,A -> B -> E -> H -> K -> M -> O,L,4.197937,Ya
59,A,O,A -> B -> E -> H -> K -> M -> O,M,4.197937,Ya
59,A,O,A -> B -> E -> H -> K -> M -> O,N,4.197937,Ya
59,A,O,A -> B -> E -> H -> K -> M -> O,O,4.197937,Ya
60,A,O,A -> B -> E -> H -> K -> M -> O,A,4.197902,Ya
60,A,O,A -> B -> E -> H -> K -> M -> O,B,4.197902,Ya
60,A,O,A -> B -> E -> H -> K -> M -> O,C,4.197902,Ya
60,A,O,A -> B -> E -> H -> K -> M -> O,D,4.197902,Ya
60,A,O,A -> B -> E -> H -> K -> M -> O,E,4.197902,Ya
60,A,O,A -> B -> E -> H -> K -> M -> O,F,4.197902,Ya
60,A,O,A -> B -> E -> H -> K -> M -> O,G,4.197902,Ya
60,A,O,A -> B -> E -> H -> K -> M -> O,H,4.197902,Ya
60,A,O,A -> B -> E -> H -> K -> M -> O,I,4.197902,Ya
60,A,O,A -> B -> E -> H -> K -> M -> O,J,4.197902,Ya
60,A,O,A -> B -> E -> H -> K -> M -> O,K,4.197902,Ya
60,A,O,A -> B -> E -> H -> K -> M -> O,L,4.197902,Ya
60,A,O,A -> B -> E -> H -> K -> M -> O,M,4.197902,Ya
60,A,O,A -> B -> E -> H -> K -> M -> O,N,4.197902,Ya
60,A,O,A -> B -> E -> H -> K -> M -> O,O,4.197902,Ya
61,A,O,A -> B -> E -> H -> K -> M -> O,A,4.197867,Ya
61,A,O,A -> B -> E -> H -> K -> M -> O,B,4.197867,Ya
61,A,O,A -> B -> E -> H -> K -> M -> O,C,4.197867,Ya
61,A,O,A -> B -> E -> H -> K -> M -> O,D,4.197867,Ya
61,A,O,A -> B -> E -> H -> K -> M -> O,E,4.197867,Ya
61,A,O,A -> B -> E -> H -> K -> M -> O,F,4.197867,Ya
61,A,O,A -> B -> E -> H -> K -> M -> O,G,4.197867,Ya
61,A,O,A -> B -> E -> H -> K -> M -> O,H,4.197867,Ya
61,A,O,A -> B -> E -> H -> K -> M -> O,I,4.197867,Ya
61,A,O,A -> B -> E -> H -> K -> M -> O,J,4.197867,Ya
61,A,O,A -> B -> E -> H -> K -> M -> O,K,4.197867,Ya
61,A,O,A -> B -> E -> H -> K -> M -> O,L,4.197867,Ya
61,A,O,A -> B -> E -> H -> K -> M -> O,M,4.197867,Ya
61,A,O,A -> B -> E -> H -> K -> M -> O,N,4.197867,Ya
61,A,O,A -> B -> E -> H -> K -> M -> O,O,4.197867,Ya
62,A,O,A -> B -> E -> H -> K -> M -> O,A,4.197832,Ya
62,A,O,A -> B -> E -> H -> K -> M -> O,B,4.197832,Ya
62,A,O,A -> B -> E -> H -> K -> M -> O,C,4.197832,Ya
62,A,O,A -> B -> E -> H -> K -> M -> O,D,4.197832,Ya
62,A,O,A -> B -> E -> H -> K -> M -> O,E,4.197832,Ya
62,A,O,A -> B -> E -> H -> K -> M -> O,F,4.197832,Ya
62,A,O,A -> B -> E -> H -> K -> M -> O,G,4.197832,Ya
62,A,O,A -> B -> E -> H -> K -> M -> O,H,4.197832,Ya
62,A,O,A -> B -> E -> H -> K -> M -> O,I,4.197832,Ya
62,A,O,A -> B -> E -> H -> K -> M -> O,J,4.197832,Ya
62,A,O,A -> B -> E -> H -> K -> M -> O,K,4.197832,Ya
62,A,O,A -> B -> E -> H -> K -> M -> O,L,4.197832,Ya
62,A,O,A -> B -> E -> H -> K -> M -> O,M,4.197832,Ya
62,A,O,A -> B -> E -> H -> K -> M -> O,N,4.197832,Ya
62,A,O,A -> B -> E -> H -> K -> M -> O,O,4.197832,Ya
63,A,O,A -> B -> E -> H -> K -> M -> O,A,4.197797,Ya
63,A,O,A -> B -> E -> H -> K -> M -> O,B,4.197797,Ya
63,A,O,A -> B -> E -> H -> K -> M -> O,C,4.197797,Ya
63,A,O,A -> B -> E -> H -> K -> M -> O,D,4.197797,Ya
63,A,O,A -> B -> E -> H -> K -> M -> O,E,4.197797,Ya
63,A,O,A -> B -> E -> H -> K -> M -> O,F,4.197797,Ya
63,A,O,A -> B -> E -> H -> K -> M -> O,G,4.197797,Ya
63,A,O,A -> B -> E -> H -> K -> M -> O,H,4.197797,Ya
63,A,O,A -> B -> E -> H -> K -> M -> O,I,4.197797,Ya
63,A,O,A -> B -> E -> H -> K -> M -> O,J,4.197797,Ya
63,A,O,A -> B -> E -> H -> K -> M -> O,K,4.197797,Ya
63,A,O,A -> B -> E -> H -> K -> M -> O,L,4.197797,Ya
63,A,O,A -> B -> E -> H -> K -> M -> O,M,4.197797,Ya
63,A,O,A -> B -> E -> H -> K -> M -> O,N,4.197797,Ya
63,A,O,A -> B -> E -> H -> K -> M -> O,O,4.197797,Ya
64,A,O,A -> B -> E -> H -> K -> M -> O,A,4.197762,Ya
64,A,O,A -> B -> E -> H -> K -> M -> O,B,4.197762,Ya
64,A,O,A -> B -> E -> H -> K -> M -> O,C,4.197762,Ya
64,A,O,A -> B -> E -> H -> K -> M -> O,D,4.197762,Ya
64,A,O,A -> B -> E -> H -> K -> M -> O,E,4.197762,Ya
64,A,O,A -> B -> E -> H -> K -> M -> O,F,4.197762,Ya
64,A,O,A -> B -> E -> H -> K -> M -> O,G,4.197762,Ya
64,A,O,A -> B -> E -> H -> K -> M -> O,H,4.197762,Ya
64,A,O,A -> B -> E -> H -> K -> M -> O,I,4.197762,Ya
64,A,O,A -> B -> E -> H -> K -> M -> O,J,4.197762,Ya
64,A,O,A -> B -> E -> H -> K -> M -> O,K,4.197762,Ya
64,A,O,A -> B -> E -> H -> K -> M -> O,L,4.197762,Ya
64,A,O,A -> B -> E -> H -> K -> M -> O,M,4.197762,Ya
64,A,O,A -> B -> E -> H -> K -> M -> O,N,4.197762,Ya
64,A,O,A -> B -> E -> H -> K -> M -> O,O,4.197762,Ya
65,A,O,A -> B -> E -> H -> K -> M -> O,A,4.197727,Ya
65,A,O,A -> B -> E -> H -> K -> M -> O,B,4.197727,Ya
65,A,O,A -> B -> E -> H -> K -> M -> O,C,4.197727,Ya
65,A,O,A -> B -> E -> H -> K -> M -> O,D,4.197727,Ya
65,A,O,A -> B -> E -> H -> K -> M -> O,E,4.197727,Ya
65,A,O,A -> B -> E -> H -> K -> M -> O,F,4.197727,Ya
65,A,O,A -> B -> E -> H -> K -> M -> O,G,4.197727,Ya
65,A,O,A -> B -> E -> H -> K -> M -> O,H,4.197727,Ya
65,A,O,A -> B -> E -> H -> K -> M -> O,I,4.197727,Ya
65,A,O,A -> B -> E -> H -> K -> M -> O,J,4.197727,Ya
65,A,O,A -> B -> E -> H -> K -> M -> O,K,4.197727,Ya
65,A,O,A -> B -> E -> H -> K -> M -> O,L,4.197727,Ya
65,A,O,A -> B -> E -> H -> K -> M -> O,M,4.197727,Ya
65,A,O,A -> B -> E -> H -> K -> M -> O,N,4.197727,Ya
65,A,O,A -> B -> E -> H -> K -> M -> O,O,4.197727,Ya
66,A,O,A -> B -> E -> H -> K -> M -> O,A,4.197692,Ya
66,A,O,A -> B -> E -> H -> K -> M -> O,B,4.197692,Ya
66,A,O,A -> B -> E -> H -> K -> M -> O,C,4.197692,Ya
66,A,O,A -> B -> E -> H -> K -> M -> O,D,4.197692,Ya
66,A,O,A -> B -> E -> H -> K -> M -> O,E,4.197692,Ya
66,A,O,A -> B -> E -> H -> K -> M -> O,F,4.197692,Ya
66,A,O,A -> B -> E -> H -> K -> M -> O,G,4.197692,Ya
66,A,O,A -> B -> E -> H -> K -> M -> O,H,4.197692,Ya
66,A,O,A -> B -> E -> H -> K -> M -> O,I,4.197692,Ya
66,A,O,A -> B -> E -> H -> K -> M -> O,J,4.197692,Ya
66,A,O,A -> B -> E -> H -> K -> M -> O,K,4.197692,Ya
66,A,O,A -> B -> E -> H -> K -> M -> O,L,4.197692,Ya
66,A,O,A -> B -> E -> H -> K -> M -> O,M,4.197692,Ya
66,A,O,A -> B -> E -> H -> K -> M -> O,N,4.197692,Ya
66,A,O,A -> B -> E -> H -> K -> M -> O,O,4.197692,Ya
67,A,O,A -> B -> E -> H -> K -> M -> O,A,4.197657,Ya
67,A,O,A -> B -> E -> H -> K -> M -> O,B,4.197657,Ya
67,A,O,A -> B -> E -> H -> K -> M -> O,C,4.197657,Ya
67,A,O,A -> B -> E -> H -> K -> M -> O,D,4.197657,Ya
67,A,O,A -> B -> E -> H -> K -> M -> O,E,4.197657,Ya
67,A,O,A -> B -> E -> H -> K -> M -> O,F,4.197657,Ya
67,A,O,A -> B -> E -> H -> K -> M -> O,G,4.197657,Ya
67,A,O,A -> B -> E -> H -> K -> M -> O,H,4.197657,Ya
67,A,O,A -> B -> E -> H -> K -> M -> O,I,4.197657,Ya
67,A,O,A -> B -> E -> H -> K -> M -> O,J,4.197657,Ya
67,A,O,A -> B -> E -> H -> K -> M -> O,K,4.197657,Ya
67,A,O,A -> B -> E -> H -> K -> M -> O,L,4.197657,Ya
67,A,O,A -> B -> E -> H -> K -> M -> O,M,4.197657,Ya
67,A,O,A -> B -> E -> H -> K -> M -> O,N,4.197657,Ya
67,A,O,A -> B -> E -> H -> K -> M -> O,O,4.197657,Ya
68,A,O,A -> B -> E -> H -> K -> M -> O,A,4.197622,Ya
68,A,O,A -> B -> E -> H -> K -> M -> O,B,4.197622,Ya
68,A,O,A -> B -> E -> H -> K -> M -> O,C,4.197622,Ya
68,A,O,A -> B -> E -> H -> K -> M -> O,D,4.197622,Ya
68,A,O,A -> B -> E -> H -> K -> M -> O,E,4.197622,Ya
68,A,O,A -> B -> E -> H -> K -> M -> O,F,4.197622,Ya
68,A,O,A -> B -> E -> H -> K -> M -> O,G,4.197622,Ya
68,A,O,A -> B -> E -> H -> K -> M -> O,H,4.197622,Ya
68,A,O,A -> B -> E -> H -> K -> M -> O,I,4.197622,Ya
68,A,O,A -> B -> E -> H -> K -> M -> O,J,4.197622,Ya
68,A,O,A -> B -> E -> H -> K -> M -> O,K,4.197622,Ya
68,A,O,A -> B -> E -> H -> K -> M -> O,L,4.197622,Ya
68,A,O,A -> B -> E -> H -> K -> M -> O,M,4.197622,Ya
68,A,O,A -> B -> E -> H -> K -> M -> O,N,4.197622,Ya
68,A,O,A -> B -> E -> H -> K -> M -> O,O,4.197622,Ya
69,A,O,A -> B -> E -> H -> K -> M -> O,A,4.197587,Ya
69,A,O,A -> B -> E -> H -> K -> M -> O,B,4.197587,Ya
69,A,O,A -> B -> E -> H -> K -> M -> O,C,4.197587,Ya
69,A,O,A -> B -> E -> H -> K -> M -> O,D,4.197587,Ya
69,A,O,A -> B -> E -> H -> K -> M -> O,E,4.197587,Ya
69,A,O,A -> B -> E -> H -> K -> M -> O,F,4.197587,Ya
69,A,O,A -> B -> E -> H -> K -> M -> O,G,4.197587,Ya
69,A,O,A -> B -> E -> H -> K -> M -> O,H,4.197587,Ya
69,A,O,A -> B -> E -> H -> K -> M -> O,I,4.197587,Ya
69,A,O,A -> B -> E -> H -> K -> M -> O,J,4.197587,Ya
69,A,O,A -> B -> E -> H -> K -> M -> O,K,4.197587,Ya
69,A,O,A -> B -> E -> H -> K -> M -> O,L,4.197587,Ya
69,A,O,A -> B -> E -> H -> K -> M -> O,M,4.197587,Ya
69,A,O,A -> B -> E -> H -> K -> M -> O,N,4.197587,Ya
69,A,O,A -> B -> E -> H -> K -> M -> O,O,4.197587,Ya
70,A,O,A -> B -> E -> H -> K -> M -> O,A,4.197552,Ya
70,A,O,A -> B -> E -> H -> K -> M -> O,B,4.197552,Ya
70,A,O,A -> B -> E -> H -> K -> M -> O,C,4.197552,Ya
70,A,O,A -> B -> E -> H -> K -> M -> O,D,4.197552,Ya
70,A,O,A -> B -> E -> H -> K -> M -> O,E,4.197552,Ya
70,A,O,A -> B -> E -> H -> K -> M -> O,F,4.197552,Ya
70,A,O,A -> B -> E -> H -> K -> M -> O,G,4.197552,Ya
70,A,O,A -> B -> E -> H -> K -> M -> O,H,4.197552,Ya
70,A,O,A -> B -> E -> H -> K -> M -> O,I,4.197552,Ya
70,A,O,A -> B -> E -> H -> K -> M -> O,J,4.197552,Ya
70,A,O,A -> B -> E -> H -> K -> M -> O,K,4.197552,Ya
70,A,O,A -> B -> E -> H -> K -> M -> O,L,4.197552,Ya
70,A,O,A -> B -> E -> H -> K -> M -> O,M,4.197552,Ya
70,A,O,A -> B -> E -> H -> K -> M -> O,N,4.197552,Ya
70,A,O,A -> B -> E -> H -> K -> M -> O,O,4.197552,Ya
71,A,O,A -> B -> E -> H -> K -> M -> O,A,4.197517,Ya
71,A,O,A -> B -> E -> H -> K -> M -> O,B,4.197517,Ya
71,A,O,A -> B -> E -> H -> K -> M -> O,C,4.197517,Ya
71,A,O,A -> B -> E -> H -> K -> M -> O,D,4.197517,Ya
71,A,O,A -> B -> E -> H -> K -> M -> O,E,4.197517,Ya
71,A,O,A -> B -> E -> H -> K -> M -> O,F,4.197517,Ya
71,A,O,A -> B -> E -> H -> K -> M -> O,G,4.197517,Ya
71,A,O,A -> B -> E -> H -> K -> M -> O,H,4.197517,Ya
71,A,O,A -> B -> E -> H -> K -> M -> O,I,4.197517,Ya
71,A,O,A -> B -> E -> H -> K -> M -> O,J,4.197517,Ya
71,A,O,A -> B -> E -> H -> K -> M -> O,K,4.197517,Ya
71,A,O,A -> B -> E -> H -> K -> M -> O,L,4.197517,Ya
71,A,O,A -> B -> E -> H -> K -> M -> O,M,4.197517,Ya
71,A,O,A -> B -> E -> H -> K -> M -> O,N,4.197517,Ya
71,A,O,A -> B -> E -> H -> K -> M -> O,O,4.197517,Ya
72,A,O,A -> B -> E -> H -> K -> M -> O,A,4.197483,Ya
72,A,O,A -> B -> E -> H -> K -> M -> O,B,4.197483,Ya
72,A,O,A -> B -> E -> H -> K -> M -> O,C,4.197483,Ya
72,A,O,A -> B -> E -> H -> K -> M -> O,D,4.197483,Ya
72,A,O,A -> B -> E -> H -> K -> M -> O,E,4.197483,Ya
72,A,O,A -> B -> E -> H -> K -> M -> O,F,4.197483,Ya
72,A,O,A -> B -> E -> H -> K -> M -> O,G,4.197483,Ya
72,A,O,A -> B -> E -> H -> K -> M -> O,H,4.197483,Ya
72,A,O,A -> B -> E -> H -> K -> M -> O,I,4.197483,Ya
72,A,O,A -> B -> E -> H -> K -> M -> O,J,4.197483,Ya
72,A,O,A -> B -> E -> H -> K -> M -> O,K,4.197483,Ya
72,A,O,A -> B -> E -> H -> K -> M -> O,L,4.197483,Ya
72,A,O,A -> B -> E -> H -> K -> M -> O,M,4.197483,Ya
72,A,O,A -> B -> E -> H -> K -> M -> O,N,4.197483,Ya
72,A,O,A -> B -> E -> H -> K -> M -> O,O,4.197483,Ya
73,A,O,A -> B -> E -> H -> K -> M -> O,A,4.197448,Ya
73,A,O,A -> B -> E -> H -> K -> M -> O,B,4.197448,Ya
73,A,O,A -> B -> E -> H -> K -> M -> O,C,4.197448,Ya
73,A,O,A -> B -> E -> H -> K -> M -> O,D,4.197448,Ya
73,A,O,A -> B -> E -> H -> K -> M -> O,E,4.197448,Ya
73,A,O,A -> B -> E -> H -> K -> M -> O,F,4.197448,Ya
73,A,O,A -> B -> E -> H -> K -> M -> O,G,4.197448,Ya
73,A,O,A -> B -> E -> H -> K -> M -> O,H,4.197448,Ya
73,A,O,A -> B -> E -> H -> K -> M -> O,I,4.197448,Ya
73,A,O,A -> B -> E -> H -> K -> M -> O,J,4.197448,Ya
73,A,O,A -> B -> E -> H -> K -> M -> O,K,4.197448,Ya
73,A,O,A -> B -> E -> H -> K -> M -> O,L,4.197448,Ya
73,A,O,A -> B -> E -> H -> K -> M -> O,M,4.197448,Ya
73,A,O,A -> B -> E -> H -> K -> M -> O,N,4.197448,Ya
73,A,O,A -> B -> E -> H -> K -> M -> O,O,4.197448,Ya
74,A,O,A -> B -> E -> H -> K -> M -> O,A,4.197413,Ya
74,A,O,A -> B -> E -> H -> K -> M -> O,B,4.197413,Ya
74,A,O,A -> B -> E -> H -> K -> M -> O,C,4.197413,Ya
74,A,O,A -> B -> E -> H -> K -> M -> O,D,4.197413,Ya
74,A,O,A -> B -> E -> H -> K -> M -> O,E,4.197413,Ya
74,A,O,A -> B -> E -> H -> K -> M -> O,F,4.197413,Ya
74,A,O,A -> B -> E -> H -> K -> M -> O,G,4.197413,Ya
74,A,O,A -> B -> E -> H -> K -> M -> O,H,4.197413,Ya
74,A,O,A -> B -> E -> H -> K -> M -> O,I,4.197413,Ya
74,A,O,A -> B -> E -> H -> K -> M -> O,J,4.197413,Ya
74,A,O,A -> B -> E -> H -> K -> M -> O,K,4.197413,Ya
74,A,O,A -> B -> E -> H -> K -> M -> O,L,4.197413,Ya
74,A,O,A -> B -> E -> H -> K -> M -> O,M,4.197413,Ya
74,A,O,A -> B -> E -> H -> K -> M -> O,N,4.197413,Ya
74,A,O,A -> B -> E -> H -> K -> M -> O,O,4.197413,Ya
75,A,O,A -> B -> E -> H -> K -> M -> O,A,4.197378,Ya
75,A,O,A -> B -> E -> H -> K -> M -> O,B,4.197378,Ya
75,A,O,A -> B -> E -> H -> K -> M -> O,C,4.197378,Ya
75,A,O,A -> B -> E -> H -> K -> M -> O,D,4.197378,Ya
75,A,O,A -> B -> E -> H -> K -> M -> O,E,4.197378,Ya
75,A,O,A -> B -> E -> H -> K -> M -> O,F,4.197378,Ya
75,A,O,A -> B -> E -> H -> K -> M -> O,G,4.197378,Ya
75,A,O,A -> B -> E -> H -> K -> M -> O,H,4.197378,Ya
75,A,O,A -> B -> E -> H -> K -> M -> O,I,4.197378,Ya
75,A,O,A -> B -> E -> H -> K -> M -> O,J,4.197378,Ya
75,A,O,A -> B -> E -> H -> K -> M -> O,K,4.197378,Ya
75,A,O,A -> B -> E -> H -> K -> M -> O,L,4.197378,Ya
75,A,O,A -> B -> E -> H -> K -> M -> O,M,4.197378,Ya
75,A,O,A -> B -> E -> H -> K -> M -> O,N,4.197378,Ya
75,A,O,A -> B -> E -> H -> K -> M -> O,O,4.197378,Ya
76,A,O,A -> B -> E -> H -> K -> M -> O,A,4.197343,Ya
76,A,O,A -> B -> E -> H -> K -> M -> O,B,4.197343,Ya
76,A,O,A -> B -> E -> H -> K -> M -> O,C,4.197343,Ya
